Datetime,100034982 (Hüfferstraße),101034982 (Hüfferstraße stadteinwärts),102034982 (Hüfferstraße stadtauswärts),100034982-status,101034982-status,102034982-status
2021-06-01 00:00,12,0,12,0,0,0
2021-06-01 00:15,8,3,5,0,0,0
2021-06-01 00:30,12,1,11,0,0,0
2021-06-01 00:45,3,0,3,0,0,0
2021-06-01 01:00,2,1,1,0,0,0
2021-06-01 01:15,3,1,2,0,0,0
2021-06-01 01:30,3,0,3,0,0,0
2021-06-01 01:45,1,1,0,0,0,0
2021-06-01 02:00,3,2,1,0,0,0
2021-06-01 02:15,0,0,0,0,0,0
2021-06-01 02:30,1,1,0,0,0,0
2021-06-01 02:45,4,0,4,0,0,0
2021-06-01 03:00,1,0,1,0,0,0
2021-06-01 03:15,0,0,0,0,0,0
2021-06-01 03:30,0,0,0,0,0,0
2021-06-01 03:45,0,0,0,0,0,0
2021-06-01 04:00,1,1,0,0,0,0
2021-06-01 04:15,0,0,0,0,0,0
2021-06-01 04:30,1,1,0,0,0,0
2021-06-01 04:45,3,1,2,0,0,0
2021-06-01 05:00,1,1,0,0,0,0
2021-06-01 05:15,3,3,0,0,0,0
2021-06-01 05:30,9,1,8,0,0,0
2021-06-01 05:45,13,3,10,0,0,0
2021-06-01 06:00,11,6,5,0,0,0
2021-06-01 06:15,20,9,11,0,0,0
2021-06-01 06:30,50,24,26,0,0,0
2021-06-01 06:45,59,23,36,0,0,0
2021-06-01 07:00,51,19,32,0,0,0
2021-06-01 07:15,92,40,52,0,0,0
2021-06-01 07:30,120,59,61,0,0,0
2021-06-01 07:45,218,139,79,0,0,0
2021-06-01 08:00,200,131,69,0,0,0
2021-06-01 08:15,101,67,34,0,0,0
2021-06-01 08:30,87,45,42,0,0,0
2021-06-01 08:45,125,72,53,0,0,0
2021-06-01 09:00,67,23,44,0,0,0
2021-06-01 09:15,81,44,37,0,0,0
2021-06-01 09:30,71,28,43,0,0,0
2021-06-01 09:45,65,37,28,0,0,0
2021-06-01 10:00,90,48,42,0,0,0
2021-06-01 10:15,74,50,24,0,0,0
2021-06-01 10:30,64,30,34,0,0,0
2021-06-01 10:45,53,37,16,0,0,0
2021-06-01 11:00,65,24,41,0,0,0
2021-06-01 11:15,60,29,31,0,0,0
2021-06-01 11:30,81,24,57,0,0,0
2021-06-01 11:45,99,50,49,0,0,0
2021-06-01 12:00,112,36,76,0,0,0
2021-06-01 12:15,90,38,52,0,0,0
2021-06-01 12:30,87,36,51,0,0,0
2021-06-01 12:45,121,65,56,0,0,0
2021-06-01 13:00,115,39,76,0,0,0
2021-06-01 13:15,137,52,85,0,0,0
2021-06-01 13:30,217,52,165,0,0,0
2021-06-01 13:45,139,53,86,0,0,0
2021-06-01 14:00,103,43,60,0,0,0
2021-06-01 14:15,109,58,51,0,0,0
2021-06-01 14:30,124,62,62,0,0,0
2021-06-01 14:45,114,68,46,0,0,0
2021-06-01 15:00,132,67,65,0,0,0
2021-06-01 15:15,105,52,53,0,0,0
2021-06-01 15:30,109,62,47,0,0,0
2021-06-01 15:45,118,62,56,0,0,0
2021-06-01 16:00,147,75,72,0,0,0
2021-06-01 16:15,115,55,60,0,0,0
2021-06-01 16:30,132,64,68,0,0,0
2021-06-01 16:45,149,81,68,0,0,0
2021-06-01 17:00,130,72,58,0,0,0
2021-06-01 17:15,128,71,57,0,0,0
2021-06-01 17:30,128,47,81,0,0,0
2021-06-01 17:45,122,64,58,0,0,0
2021-06-01 18:00,110,50,60,0,0,0
2021-06-01 18:15,122,45,77,0,0,0
2021-06-01 18:30,108,35,73,0,0,0
2021-06-01 18:45,100,48,52,0,0,0
2021-06-01 19:00,93,32,61,0,0,0
2021-06-01 19:15,68,28,40,0,0,0
2021-06-01 19:30,71,28,43,0,0,0
2021-06-01 19:45,70,33,37,0,0,0
2021-06-01 20:00,60,25,35,0,0,0
2021-06-01 20:15,47,27,20,0,0,0
2021-06-01 20:30,51,28,23,0,0,0
2021-06-01 20:45,43,10,33,0,0,0
2021-06-01 21:00,58,27,31,0,0,0
2021-06-01 21:15,30,6,24,0,0,0
2021-06-01 21:30,30,8,22,0,0,0
2021-06-01 21:45,44,11,33,0,0,0
2021-06-01 22:00,41,11,30,0,0,0
2021-06-01 22:15,50,16,34,0,0,0
2021-06-01 22:30,32,8,24,0,0,0
2021-06-01 22:45,23,3,20,0,0,0
2021-06-01 23:00,31,5,26,0,0,0
2021-06-01 23:15,28,2,26,0,0,0
2021-06-01 23:30,17,5,12,0,0,0
2021-06-01 23:45,17,1,16,0,0,0
2021-06-02 00:00,10,1,9,0,0,0
2021-06-02 00:15,20,3,17,0,0,0
2021-06-02 00:30,11,1,10,0,0,0
2021-06-02 00:45,3,2,1,0,0,0
2021-06-02 01:00,5,3,2,0,0,0
2021-06-02 01:15,4,1,3,0,0,0
2021-06-02 01:30,1,0,1,0,0,0
2021-06-02 01:45,2,0,2,0,0,0
2021-06-02 02:00,0,0,0,0,0,0
2021-06-02 02:15,0,0,0,0,0,0
2021-06-02 02:30,0,0,0,0,0,0
2021-06-02 02:45,1,0,1,0,0,0
2021-06-02 03:00,0,0,0,0,0,0
2021-06-02 03:15,0,0,0,0,0,0
2021-06-02 03:30,0,0,0,0,0,0
2021-06-02 03:45,0,0,0,0,0,0
2021-06-02 04:00,0,0,0,0,0,0
2021-06-02 04:15,1,1,0,0,0,0
2021-06-02 04:30,0,0,0,0,0,0
2021-06-02 04:45,2,0,2,0,0,0
2021-06-02 05:00,5,1,4,0,0,0
2021-06-02 05:15,1,0,1,0,0,0
2021-06-02 05:30,9,4,5,0,0,0
2021-06-02 05:45,17,8,9,0,0,0
2021-06-02 06:00,9,6,3,0,0,0
2021-06-02 06:15,21,8,13,0,0,0
2021-06-02 06:30,40,13,27,0,0,0
2021-06-02 06:45,59,25,34,0,0,0
2021-06-02 07:00,62,19,43,0,0,0
2021-06-02 07:15,98,52,46,0,0,0
2021-06-02 07:30,139,73,66,0,0,0
2021-06-02 07:45,232,152,80,0,0,0
2021-06-02 08:00,204,144,60,0,0,0
2021-06-02 08:15,112,65,47,0,0,0
2021-06-02 08:30,113,55,58,0,0,0
2021-06-02 08:45,145,74,71,0,0,0
2021-06-02 09:00,90,45,45,0,0,0
2021-06-02 09:15,89,37,52,0,0,0
2021-06-02 09:30,90,48,42,0,0,0
2021-06-02 09:45,106,57,49,0,0,0
2021-06-02 10:00,95,50,45,0,0,0
2021-06-02 10:15,84,55,29,0,0,0
2021-06-02 10:30,85,42,43,0,0,0
2021-06-02 10:45,95,51,44,0,0,0
2021-06-02 11:00,88,43,45,0,0,0
2021-06-02 11:15,82,39,43,0,0,0
2021-06-02 11:30,98,37,61,0,0,0
2021-06-02 11:45,127,60,67,0,0,0
2021-06-02 12:00,123,58,65,0,0,0
2021-06-02 12:15,143,78,65,0,0,0
2021-06-02 12:30,136,53,83,0,0,0
2021-06-02 12:45,157,66,91,0,0,0
2021-06-02 13:00,144,64,80,0,0,0
2021-06-02 13:15,143,50,93,0,0,0
2021-06-02 13:30,201,43,158,0,0,0
2021-06-02 13:45,115,48,67,0,0,0
2021-06-02 14:00,125,44,81,0,0,0
2021-06-02 14:15,114,53,61,0,0,0
2021-06-02 14:30,118,46,72,0,0,0
2021-06-02 14:45,121,62,59,0,0,0
2021-06-02 15:00,140,75,65,0,0,0
2021-06-02 15:15,130,67,63,0,0,0
2021-06-02 15:30,131,62,69,0,0,0
2021-06-02 15:45,172,78,94,0,0,0
2021-06-02 16:00,151,81,70,0,0,0
2021-06-02 16:15,152,82,70,0,0,0
2021-06-02 16:30,116,51,65,0,0,0
2021-06-02 16:45,140,78,62,0,0,0
2021-06-02 17:00,121,57,64,0,0,0
2021-06-02 17:15,118,69,49,0,0,0
