Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2023-02-01 00:00,8,3,5,0,0,0
2023-02-01 00:15,13,2,11,0,0,0
2023-02-01 00:30,7,4,3,0,0,0
2023-02-01 00:45,5,2,3,0,0,0
2023-02-01 01:00,5,4,1,0,0,0
2023-02-01 01:15,6,1,5,0,0,0
2023-02-01 01:30,7,0,7,0,0,0
2023-02-01 01:45,0,0,0,0,0,0
2023-02-01 02:00,0,0,0,0,0,0
2023-02-01 02:15,3,2,1,0,0,0
2023-02-01 02:30,1,1,0,0,0,0
2023-02-01 02:45,2,1,1,0,0,0
2023-02-01 03:00,1,0,1,0,0,0
2023-02-01 03:15,0,0,0,0,0,0
2023-02-01 03:30,1,1,0,0,0,0
2023-02-01 03:45,2,1,1,0,0,0
2023-02-01 04:00,1,1,0,0,0,0
2023-02-01 04:15,4,3,1,0,0,0
2023-02-01 04:30,4,3,1,0,0,0
2023-02-01 04:45,8,8,0,0,0,0
2023-02-01 05:00,9,8,1,0,0,0
2023-02-01 05:15,5,3,2,0,0,0
2023-02-01 05:30,21,13,8,0,0,0
2023-02-01 05:45,26,19,7,0,0,0
2023-02-01 06:00,25,20,5,0,0,0
2023-02-01 06:15,27,19,8,0,0,0
2023-02-01 06:30,38,30,8,0,0,0
2023-02-01 06:45,56,30,26,0,0,0
2023-02-01 07:00,68,48,20,0,0,0
2023-02-01 07:15,112,76,36,0,0,0
2023-02-01 07:30,173,119,54,0,0,0
2023-02-01 07:45,161,117,44,0,0,0
2023-02-01 08:00,140,85,55,0,0,0
2023-02-01 08:15,160,107,53,0,0,0
2023-02-01 08:30,110,72,38,0,0,0
2023-02-01 08:45,152,110,42,0,0,0
2023-02-01 09:00,106,72,34,0,0,0
2023-02-01 09:15,94,67,27,0,0,0
2023-02-01 09:30,114,75,39,0,0,0
2023-02-01 09:45,121,94,27,0,0,0
2023-02-01 10:00,117,72,45,0,0,0
2023-02-01 10:15,75,44,31,0,0,0
2023-02-01 10:30,83,46,37,0,0,0
2023-02-01 10:45,115,74,41,0,0,0
2023-02-01 11:00,111,52,59,0,0,0
2023-02-01 11:15,89,52,37,0,0,0
2023-02-01 11:30,130,58,72,0,0,0
2023-02-01 11:45,132,58,74,0,0,0
2023-02-01 12:00,130,55,75,0,0,0
2023-02-01 12:15,127,60,67,0,0,0
2023-02-01 12:30,120,42,78,0,0,0
2023-02-01 12:45,104,44,60,0,0,0
2023-02-01 13:00,116,38,78,0,0,0
2023-02-01 13:15,104,37,67,0,0,0
2023-02-01 13:30,100,39,61,0,0,0
2023-02-01 13:45,122,60,62,0,0,0
2023-02-01 14:00,109,42,67,0,0,0
2023-02-01 14:15,125,42,83,0,0,0
2023-02-01 14:30,133,49,84,0,0,0
2023-02-01 14:45,116,48,68,0,0,0
2023-02-01 15:00,116,42,74,0,0,0
2023-02-01 15:15,143,60,83,0,0,0
2023-02-01 15:30,113,42,71,0,0,0
2023-02-01 15:45,155,62,93,0,0,0
2023-02-01 16:00,143,51,92,0,0,0
2023-02-01 16:15,152,46,106,0,0,0
2023-02-01 16:30,151,62,89,0,0,0
2023-02-01 16:45,145,65,80,0,0,0
2023-02-01 17:00,142,60,82,0,0,0
2023-02-01 17:15,133,53,80,0,0,0
2023-02-01 17:30,166,69,97,0,0,0
2023-02-01 17:45,156,69,87,0,0,0
2023-02-01 18:00,111,31,80,0,0,0
2023-02-01 18:15,152,50,102,0,0,0
2023-02-01 18:30,114,46,68,0,0,0
2023-02-01 18:45,108,52,56,0,0,0
2023-02-01 19:00,120,49,71,0,0,0
2023-02-01 19:15,109,53,56,0,0,0
2023-02-01 19:30,81,26,55,0,0,0
2023-02-01 19:45,89,25,64,0,0,0
2023-02-01 20:00,77,32,45,0,0,0
2023-02-01 20:15,80,26,54,0,0,0
2023-02-01 20:30,43,16,27,0,0,0
2023-02-01 20:45,44,10,34,0,0,0
2023-02-01 21:00,43,15,28,0,0,0
2023-02-01 21:15,40,12,28,0,0,0
2023-02-01 21:30,51,12,39,0,0,0
2023-02-01 21:45,62,16,46,0,0,0
2023-02-01 22:00,44,12,32,0,0,0
2023-02-01 22:15,42,17,25,0,0,0
2023-02-01 22:30,33,5,28,0,0,0
2023-02-01 22:45,48,19,29,0,0,0
2023-02-01 23:00,35,9,26,0,0,0
2023-02-01 23:15,18,8,10,0,0,0
2023-02-01 23:30,22,8,14,0,0,0
2023-02-01 23:45,16,4,12,0,0,0
2023-02-02 00:00,23,10,13,0,0,0
2023-02-02 00:15,15,11,4,0,0,0
2023-02-02 00:30,15,8,7,0,0,0
2023-02-02 00:45,10,3,7,0,0,0
2023-02-02 01:00,5,0,5,0,0,0
2023-02-02 01:15,2,1,1,0,0,0
2023-02-02 01:30,1,0,1,0,0,0
2023-02-02 01:45,3,1,2,0,0,0
2023-02-02 02:00,1,0,1,0,0,0
2023-02-02 02:15,0,0,0,0,0,0
2023-02-02 02:30,1,0,1,0,0,0
2023-02-02 02:45,1,1,0,0,0,0
2023-02-02 03:00,8,2,6,0,0,0
2023-02-02 03:15,4,0,4,0,0,0
2023-02-02 03:30,5,4,1,0,0,0
2023-02-02 03:45,2,0,2,0,0,0
2023-02-02 04:00,2,2,0,0,0,0
2023-02-02 04:15,6,5,1,0,0,0
2023-02-02 04:30,6,2,4,0,0,0
2023-02-02 04:45,5,4,1,0,0,0
2023-02-02 05:00,11,7,4,0,0,0
2023-02-02 05:15,7,2,5,0,0,0
2023-02-02 05:30,9,6,3,0,0,0
2023-02-02 05:45,18,15,3,0,0,0
2023-02-02 06:00,18,14,4,0,0,0
2023-02-02 06:15,22,16,6,0,0,0
2023-02-02 06:30,29,20,9,0,0,0
2023-02-02 06:45,45,26,19,0,0,0
2023-02-02 07:00,55,30,25,0,0,0
