Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2021-09-01 00:00,9,2,7,0,0,0
2021-09-01 00:15,2,2,0,0,0,0
2021-09-01 00:30,2,2,0,0,0,0
2021-09-01 00:45,2,2,0,0,0,0
2021-09-01 01:00,5,3,2,0,0,0
2021-09-01 01:15,1,0,1,0,0,0
2021-09-01 01:30,3,1,2,0,0,0
2021-09-01 01:45,1,0,1,0,0,0
2021-09-01 02:00,1,0,1,0,0,0
2021-09-01 02:15,3,0,3,0,0,0
2021-09-01 02:30,5,1,4,0,0,0
2021-09-01 02:45,3,3,0,0,0,0
2021-09-01 03:00,2,1,1,0,0,0
2021-09-01 03:15,0,0,0,0,0,0
2021-09-01 03:30,0,0,0,0,0,0
2021-09-01 03:45,1,0,1,0,0,0
2021-09-01 04:00,0,0,0,0,0,0
2021-09-01 04:15,3,1,2,0,0,0
2021-09-01 04:30,4,3,1,0,0,0
2021-09-01 04:45,5,3,2,0,0,0
2021-09-01 05:00,2,1,1,0,0,0
2021-09-01 05:15,3,1,2,0,0,0
2021-09-01 05:30,12,5,7,0,0,0
2021-09-01 05:45,9,7,2,0,0,0
2021-09-01 06:00,13,11,2,0,0,0
2021-09-01 06:15,16,11,5,0,0,0
2021-09-01 06:30,26,7,19,0,0,0
2021-09-01 06:45,38,20,18,0,0,0
2021-09-01 07:00,53,25,28,0,0,0
2021-09-01 07:15,91,47,44,0,0,0
2021-09-01 07:30,126,69,57,0,0,0
2021-09-01 07:45,130,87,43,0,0,0
2021-09-01 08:00,143,93,50,0,0,0
2021-09-01 08:15,91,50,41,0,0,0
2021-09-01 08:30,68,41,27,0,0,0
2021-09-01 08:45,76,43,33,0,0,0
2021-09-01 09:00,45,32,13,0,0,0
2021-09-01 09:15,33,27,6,0,0,0
2021-09-01 09:30,58,46,12,0,0,0
2021-09-01 09:45,62,54,8,0,0,0
2021-09-01 10:00,46,31,15,0,0,0
2021-09-01 10:15,37,29,8,0,0,0
2021-09-01 10:30,35,28,7,0,0,0
2021-09-01 10:45,45,31,14,0,0,0
2021-09-01 11:00,37,26,11,0,0,0
2021-09-01 11:15,44,32,12,0,0,0
2021-09-01 11:30,44,26,18,0,0,0
2021-09-01 11:45,63,39,24,0,0,0
2021-09-01 12:00,44,27,17,0,0,0
2021-09-01 12:15,71,44,27,0,0,0
2021-09-01 12:30,41,21,20,0,0,0
2021-09-01 12:45,54,26,28,0,0,0
2021-09-01 13:00,50,31,19,0,0,0
2021-09-01 13:15,48,26,22,0,0,0
2021-09-01 13:30,41,19,22,0,0,0
2021-09-01 13:45,67,46,21,0,0,0
2021-09-01 14:00,42,20,22,0,0,0
2021-09-01 14:15,53,31,22,0,0,0
2021-09-01 14:30,72,40,32,0,0,0
2021-09-01 14:45,73,45,28,0,0,0
2021-09-01 15:00,58,36,22,0,0,0
2021-09-01 15:15,61,32,29,0,0,0
2021-09-01 15:30,73,46,27,0,0,0
2021-09-01 15:45,72,47,25,0,0,0
2021-09-01 16:00,72,46,26,0,0,0
2021-09-01 16:15,88,63,25,0,0,0
2021-09-01 16:30,79,50,29,0,0,0
2021-09-01 16:45,92,65,27,0,0,0
2021-09-01 17:00,74,49,25,0,0,0
2021-09-01 17:15,66,42,24,0,0,0
2021-09-01 17:30,101,61,40,0,0,0
2021-09-01 17:45,74,38,36,0,0,0
2021-09-01 18:00,55,31,24,0,0,0
2021-09-01 18:15,61,43,18,0,0,0
2021-09-01 18:30,61,34,27,0,0,0
2021-09-01 18:45,63,44,19,0,0,0
2021-09-01 19:00,46,30,16,0,0,0
2021-09-01 19:15,59,34,25,0,0,0
2021-09-01 19:30,45,24,21,0,0,0
2021-09-01 19:45,44,26,18,0,0,0
2021-09-01 20:00,42,30,12,0,0,0
2021-09-01 20:15,39,22,17,0,0,0
2021-09-01 20:30,26,18,8,0,0,0
2021-09-01 20:45,35,17,18,0,0,0
2021-09-01 21:00,30,16,14,0,0,0
2021-09-01 21:15,30,15,15,0,0,0
2021-09-01 21:30,38,29,9,0,0,0
2021-09-01 21:45,22,12,10,0,0,0
2021-09-01 22:00,29,18,11,0,0,0
2021-09-01 22:15,29,15,14,0,0,0
2021-09-01 22:30,22,7,15,0,0,0
2021-09-01 22:45,14,6,8,0,0,0
2021-09-01 23:00,11,4,7,0,0,0
2021-09-01 23:15,6,6,0,0,0,0
2021-09-01 23:30,9,5,4,0,0,0
2021-09-01 23:45,7,4,3,0,0,0
2021-09-02 00:00,12,5,7,0,0,0
2021-09-02 00:15,13,4,9,0,0,0
2021-09-02 00:30,9,3,6,0,0,0
2021-09-02 00:45,4,3,1,0,0,0
2021-09-02 01:00,7,1,6,0,0,0
2021-09-02 01:15,4,2,2,0,0,0
2021-09-02 01:30,0,0,0,0,0,0
2021-09-02 01:45,4,0,4,0,0,0
2021-09-02 02:00,7,1,6,0,0,0
2021-09-02 02:15,1,0,1,0,0,0
2021-09-02 02:30,6,0,6,0,0,0
2021-09-02 02:45,5,3,2,0,0,0
2021-09-02 03:00,2,1,1,0,0,0
2021-09-02 03:15,0,0,0,0,0,0
2021-09-02 03:30,2,0,2,0,0,0
2021-09-02 03:45,1,0,1,0,0,0
2021-09-02 04:00,1,1,0,0,0,0
2021-09-02 04:15,1,0,1,0,0,0
2021-09-02 04:30,5,3,2,0,0,0
2021-09-02 04:45,7,5,2,0,0,0
2021-09-02 05:00,3,1,2,0,0,0
2021-09-02 05:15,5,1,4,0,0,0
2021-09-02 05:30,6,5,1,0,0,0
2021-09-02 05:45,10,5,5,0,0,0
2021-09-02 06:00,9,7,2,0,0,0
2021-09-02 06:15,17,10,7,0,0,0
2021-09-02 06:30,31,12,19,0,0,0
2021-09-02 06:45,31,16,15,0,0,0
2021-09-02 07:00,59,26,33,0,0,0
2021-09-02 07:15,68,29,39,0,0,0
2021-09-02 07:30,115,62,53,0,0,0
2021-09-02 07:45,123,79,44,0,0,0
2021-09-02 08:00,119,80,39,0,0,0
2021-09-02 08:15,87,43,44,0,0,0
2021-09-02 08:30,68,50,18,0,0,0
2021-09-02 08:45,89,62,27,0,0,0
2021-09-02 09:00,53,27,26,0,0,0
2021-09-02 09:15,45,30,15,0,0,0
2021-09-02 09:30,38,29,9,0,0,0
2021-09-02 09:45,44,35,9,0,0,0
2021-09-02 10:00,26,16,10,0,0,0
2021-09-02 10:15,35,25,10,0,0,0
2021-09-02 10:30,34,24,10,0,0,0
2021-09-02 10:45,31,26,5,0,0,0
2021-09-02 11:00,35,21,14,0,0,0
2021-09-02 11:15,38,25,13,0,0,0
2021-09-02 11:30,32,19,13,0,0,0
2021-09-02 11:45,40,24,16,0,0,0
2021-09-02 12:00,47,28,19,0,0,0
2021-09-02 12:15,48,27,21,0,0,0
2021-09-02 12:30,36,28,8,0,0,0
2021-09-02 12:45,57,29,28,0,0,0
2021-09-02 13:00,69,36,33,0,0,0
2021-09-02 13:15,57,30,27,0,0,0
2021-09-02 13:30,58,28,30,0,0,0
2021-09-02 13:45,67,41,26,0,0,0
2021-09-02 14:00,65,36,29,0,0,0
2021-09-02 14:15,66,43,23,0,0,0
2021-09-02 14:30,70,36,34,0,0,0
2021-09-02 14:45,77,58,19,0,0,0
2021-09-02 15:00,69,52,17,0,0,0
2021-09-02 15:15,65,48,17,0,0,0
2021-09-02 15:30,77,60,17,0,0,0
2021-09-02 15:45,85,67,18,0,0,0
2021-09-02 16:00,70,53,17,0,0,0
2021-09-02 16:15,85,54,31,0,0,0
2021-09-02 16:30,96,64,32,0,0,0
2021-09-02 16:45,89,58,31,0,0,0
2021-09-02 17:00,83,57,26,0,0,0
2021-09-02 17:15,86,50,36,0,0,0
2021-09-02 17:30,75,50,25,0,0,0
2021-09-02 17:45,90,46,44,0,0,0
2021-09-02 18:00,69,38,31,0,0,0
2021-09-02 18:15,82,51,31,0,0,0
2021-09-02 18:30,57,31,26,0,0,0
2021-09-02 18:45,72,41,31,0,0,0
2021-09-02 19:00,60,35,25,0,0,0
2021-09-02 19:15,70,41,29,0,0,0
2021-09-02 19:30,46,34,12,0,0,0
2021-09-02 19:45,56,39,17,0,0,0
2021-09-02 20:00,43,23,20,0,0,0
2021-09-02 20:15,43,24,19,0,0,0
2021-09-02 20:30,40,24,16,0,0,0
2021-09-02 20:45,23,14,9,0,0,0
2021-09-02 21:00,36,25,11,0,0,0
2021-09-02 21:15,33,15,18,0,0,0
2021-09-02 21:30,35,25,10,0,0,0
2021-09-02 21:45,28,14,14,0,0,0
2021-09-02 22:00,30,16,14,0,0,0
2021-09-02 22:15,23,13,10,0,0,0
2021-09-02 22:30,18,6,12,0,0,0
2021-09-02 22:45,15,8,7,0,0,0
2021-09-02 23:00,20,10,10,0,0,0
2021-09-02 23:15,16,5,11,0,0,0
2021-09-02 23:30,7,1,6,0,0,0
2021-09-02 23:45,6,0,6,0,0,0
2021-09-03 00:00,13,7,6,0,0,0
2021-09-03 00:15,8,2,6,0,0,0
2021-09-03 00:30,6,1,5,0,0,0
2021-09-03 00:45,0,0,0,0,0,0
2021-09-03 01:00,3,1,2,0,0,0
2021-09-03 01:15,4,1,3,0,0,0
2021-09-03 01:30,4,2,2,0,0,0
2021-09-03 01:45,0,0,0,0,0,0
2021-09-03 02:00,4,1,3,0,0,0
2021-09-03 02:15,0,0,0,0,0,0
2021-09-03 02:30,4,0,4,0,0,0
2021-09-03 02:45,1,0,1,0,0,0
2021-09-03 03:00,2,1,1,0,0,0
2021-09-03 03:15,2,1,1,0,0,0
2021-09-03 03:30,0,0,0,0,0,0
2021-09-03 03:45,0,0,0,0,0,0
2021-09-03 04:00,0,0,0,0,0,0
2021-09-03 04:15,6,0,6,0,0,0
2021-09-03 04:30,3,3,0,0,0,0
2021-09-03 04:45,4,3,1,0,0,0
2021-09-03 05:00,3,1,2,0,0,0
2021-09-03 05:15,6,3,3,0,0,0
2021-09-03 05:30,5,2,3,0,0,0
2021-09-03 05:45,9,6,3,0,0,0
2021-09-03 06:00,13,12,1,0,0,0
2021-09-03 06:15,13,7,6,0,0,0
2021-09-03 06:30,23,10,13,0,0,0
2021-09-03 06:45,35,18,17,0,0,0
2021-09-03 07:00,47,27,20,0,0,0
2021-09-03 07:15,63,33,30,0,0,0
2021-09-03 07:30,107,68,39,0,0,0
2021-09-03 07:45,137,80,57,0,0,0
2021-09-03 08:00,77,57,20,0,0,0
2021-09-03 08:15,74,39,35,0,0,0
2021-09-03 08:30,58,36,22,0,0,0
2021-09-03 08:45,59,38,21,0,0,0
2021-09-03 09:00,40,28,12,0,0,0
2021-09-03 09:15,29,19,10,0,0,0
2021-09-03 09:30,39,31,8,0,0,0
2021-09-03 09:45,66,48,18,0,0,0
2021-09-03 10:00,25,20,5,0,0,0
2021-09-03 10:15,37,30,7,0,0,0
2021-09-03 10:30,38,28,10,0,0,0
2021-09-03 10:45,49,27,22,0,0,0
2021-09-03 11:00,43,26,17,0,0,0
2021-09-03 11:15,45,30,15,0,0,0
2021-09-03 11:30,44,22,22,0,0,0
2021-09-03 11:45,49,35,14,0,0,0
2021-09-03 12:00,43,23,20,0,0,0
2021-09-03 12:15,37,24,13,0,0,0
2021-09-03 12:30,46,31,15,0,0,0
2021-09-03 12:45,72,46,26,0,0,0
2021-09-03 13:00,60,39,21,0,0,0
2021-09-03 13:15,54,29,25,0,0,0
2021-09-03 13:30,63,28,35,0,0,0
2021-09-03 13:45,51,33,18,0,0,0
2021-09-03 14:00,65,42,23,0,0,0
2021-09-03 14:15,63,32,31,0,0,0
2021-09-03 14:30,50,33,17,0,0,0
2021-09-03 14:45,73,39,34,0,0,0
2021-09-03 15:00,73,54,19,0,0,0
2021-09-03 15:15,64,41,23,0,0,0
2021-09-03 15:30,78,43,35,0,0,0
2021-09-03 15:45,76,44,32,0,0,0
2021-09-03 16:00,62,36,26,0,0,0
2021-09-03 16:15,67,40,27,0,0,0
2021-09-03 16:30,55,39,16,0,0,0
2021-09-03 16:45,59,41,18,0,0,0
2021-09-03 17:00,70,42,28,0,0,0
2021-09-03 17:15,61,39,22,0,0,0
2021-09-03 17:30,64,39,25,0,0,0
2021-09-03 17:45,82,63,19,0,0,0
2021-09-03 18:00,62,38,24,0,0,0
2021-09-03 18:15,57,34,23,0,0,0
2021-09-03 18:30,56,36,20,0,0,0
2021-09-03 18:45,58,39,19,0,0,0
2021-09-03 19:00,75,52,23,0,0,0
2021-09-03 19:15,57,39,18,0,0,0
2021-09-03 19:30,43,25,18,0,0,0
2021-09-03 19:45,44,25,19,0,0,0
2021-09-03 20:00,34,21,13,0,0,0
2021-09-03 20:15,43,34,9,0,0,0
2021-09-03 20:30,32,18,14,0,0,0
2021-09-03 20:45,35,18,17,0,0,0
2021-09-03 21:00,30,12,18,0,0,0
2021-09-03 21:15,30,20,10,0,0,0
2021-09-03 21:30,27,19,8,0,0,0
2021-09-03 21:45,26,14,12,0,0,0
2021-09-03 22:00,26,14,12,0,0,0
2021-09-03 22:15,31,10,21,0,0,0
2021-09-03 22:30,15,4,11,0,0,0
2021-09-03 22:45,29,11,18,0,0,0
2021-09-03 23:00,18,4,14,0,0,0
2021-09-03 23:15,33,12,21,0,0,0
2021-09-03 23:30,22,11,11,0,0,0
2021-09-03 23:45,8,2,6,0,0,0
2021-09-04 00:00,17,6,11,0,0,0
2021-09-04 00:15,15,3,12,0,0,0
2021-09-04 00:30,14,5,9,0,0,0
2021-09-04 00:45,6,2,4,0,0,0
