Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2022-05-01 00:00,9,4,5,0,0,0
2022-05-01 00:15,10,5,5,0,0,0
2022-05-01 00:30,17,9,8,0,0,0
2022-05-01 00:45,14,6,8,0,0,0
2022-05-01 01:00,11,7,4,0,0,0
2022-05-01 01:15,18,7,11,0,0,0
2022-05-01 01:30,19,9,10,0,0,0
2022-05-01 01:45,10,3,7,0,0,0
2022-05-01 02:00,11,4,7,0,0,0
2022-05-01 02:15,20,10,10,0,0,0
2022-05-01 02:30,3,0,3,0,0,0
2022-05-01 02:45,9,2,7,0,0,0
2022-05-01 03:00,11,4,7,0,0,0
2022-05-01 03:15,3,2,1,0,0,0
2022-05-01 03:30,9,4,5,0,0,0
2022-05-01 03:45,8,0,8,0,0,0
2022-05-01 04:00,5,2,3,0,0,0
2022-05-01 04:15,7,5,2,0,0,0
2022-05-01 04:30,4,1,3,0,0,0
2022-05-01 04:45,5,1,4,0,0,0
2022-05-01 05:00,2,2,0,0,0,0
2022-05-01 05:15,2,0,2,0,0,0
2022-05-01 05:30,3,2,1,0,0,0
2022-05-01 05:45,3,1,2,0,0,0
2022-05-01 06:00,3,0,3,0,0,0
2022-05-01 06:15,2,2,0,0,0,0
2022-05-01 06:30,2,2,0,0,0,0
2022-05-01 06:45,2,2,0,0,0,0
2022-05-01 07:00,4,1,3,0,0,0
2022-05-01 07:15,1,0,1,0,0,0
2022-05-01 07:30,3,1,2,0,0,0
2022-05-01 07:45,1,1,0,0,0,0
2022-05-01 08:00,4,3,1,0,0,0
2022-05-01 08:15,5,3,2,0,0,0
2022-05-01 08:30,7,5,2,0,0,0
2022-05-01 08:45,7,6,1,0,0,0
2022-05-01 09:00,7,2,5,0,0,0
2022-05-01 09:15,13,9,4,0,0,0
2022-05-01 09:30,17,10,7,0,0,0
2022-05-01 09:45,15,13,2,0,0,0
2022-05-01 10:00,24,21,3,0,0,0
2022-05-01 10:15,17,8,9,0,0,0
2022-05-01 10:30,29,16,13,0,0,0
2022-05-01 10:45,29,21,8,0,0,0
2022-05-01 11:00,16,9,7,0,0,0
2022-05-01 11:15,25,17,8,0,0,0
